pt_c,soc_c,llt_n,soc_n
10065341,10007541,Ventricular tachyarrhythmia,Cardiac disorders
10067339,10007541,Arrhythmic storm,Cardiac disorders
10084280,10007541,Foetal cardiac arrest,Cardiac disorders
10051730,10007541,Pericardial cyst,Cardiac disorders
10085284,10007541,Cardiac polyp,Cardiac disorders
10003211,10007541,Arteriosclerosis coronary artery,Cardiac disorders
10003232,10007541,Arteritis coronary,Cardiac disorders
10011071,10007541,Coronary artery aneurysm,Cardiac disorders
10011078,10007541,Coronary artery disease,Cardiac disorders
10011084,10007541,Coronary artery embolism,Cardiac disorders
10011086,10007541,Coronary artery occlusion,Cardiac disorders
10011089,10007541,Coronary artery stenosis,Cardiac disorders
10011091,10007541,Coronary artery thrombosis,Cardiac disorders
10011105,10007541,Coronary ostial stenosis,Cardiac disorders
10048631,10007541,Coronary artery dissection,Cardiac disorders
10052895,10007541,Coronary artery insufficiency,Cardiac disorders
10055803,10007541,Haemorrhage coronary artery,Cardiac disorders
10059611,10007541,Coronary artery perforation,Cardiac disorders
10065420,10007541,Coronary artery dilatation,Cardiac disorders
10079589,10007541,Coronary artery compression,Cardiac disorders
10080788,10007541,Diabetic coronary microangiopathy,Cardiac disorders
10082615,10007541,Coronary sinus dilatation,Cardiac disorders
10086250,10007541,Acquired coronary artery fistula,Cardiac disorders
10000891,10007541,Acute myocardial infarction,Cardiac disorders
10002383,10007541,Angina pectoris,Cardiac disorders
10002388,10007541,Angina unstable,Cardiac disorders
10003225,10007541,Arteriospasm coronary,Cardiac disorders
10028596,10007541,Myocardial infarction,Cardiac disorders
10028600,10007541,Myocardial ischaemia,Cardiac disorders
10033697,10007541,Papillary muscle infarction,Cardiac disorders
10036759,10007541,Prinzmetal angina,Cardiac disorders
10049768,10007541,Silent myocardial infarction,Cardiac disorders
10051592,10007541,Acute coronary syndrome,Cardiac disorders
10051624,10007541,Myocardial reperfusion injury,Cardiac disorders
10058144,10007541,Postinfarction angina,Cardiac disorders
10058145,10007541,Subendocardial ischaemia,Cardiac disorders
10064994,10007541,Subclavian coronary steal syndrome,Cardiac disorders
10068534,10007541,Coronary no-reflow phenomenon,Cardiac disorders
10069167,10007541,Kounis syndrome,Cardiac disorders
10072186,10007541,Myocardial stunning,Cardiac disorders
10072685,10007541,Microvascular coronary artery disease,Cardiac disorders
10076419,10007541,Anginal equivalent,Cardiac disorders
10080787,10007541,Wellens' syndrome,Cardiac disorders
10083602,10007541,Cardiac perfusion defect,Cardiac disorders
10084081,10007541,Coronary steal syndrome,Cardiac disorders
10085242,10007541,Chronic coronary syndrome,Cardiac disorders
10014664,10007541,Endocardial fibrosis,Cardiac disorders
10061120,10007541,Endocardial disease,Cardiac disorders
10070243,10007541,Endocardial varices,Cardiac disorders
10081961,10007541,Eustachian valve hypertrophy,Cardiac disorders
10082459,10007541,Subendocardial haemorrhage,Cardiac disorders
10014683,10007541,Endocarditis rheumatic,Cardiac disorders
10062110,10007541,Rheumatic heart disease,Cardiac disorders
10052837,10007541,Endocarditis fibroplastica,Cardiac disorders
10058225,10007541,Lupus endocarditis,Cardiac disorders
10062608,10007541,Endocarditis noninfective,Cardiac disorders
10007554,10007541,Cardiac failure,Cardiac disorders
10007556,10007541,Cardiac failure acute,Cardiac disorders
10007558,10007541,Cardiac failure chronic,Cardiac disorders
10007559,10007541,Cardiac failure congestive,Cardiac disorders
10007560,10007541,Cardiac failure high output,Cardiac disorders
10007625,10007541,Cardiogenic shock,Cardiac disorders
10018723,10007541,Grey syndrome neonatal,Cardiac disorders
10024899,10007541,Low cardiac output syndrome,Cardiac disorders
10049780,10007541,Neonatal cardiac failure,Cardiac disorders
10049874,10007541,Cardio-respiratory distress,Cardiac disorders
10051093,10007541,Cardiopulmonary failure,Cardiac disorders
10060953,10007541,Ventricular failure,Cardiac disorders
10068230,10007541,Cardiorenal syndrome,Cardiac disorders
10082480,10007541,Cardiohepatic syndrome,Cardiac disorders
10007522,10007541,Cardiac asthma,Cardiac disorders
10051448,10007541,Hepatojugular reflux,Cardiac disorders
10024119,10007541,Left ventricular failure,Cardiac disorders
10063081,10007541,Acute left ventricular failure,Cardiac disorders
10063083,10007541,Chronic left ventricular failure,Cardiac disorders
10010968,10007541,Cor pulmonale,Cardiac disorders
10010969,10007541,Cor pulmonale acute,Cardiac disorders
10010970,10007541,Cor pulmonale chronic,Cardiac disorders
10023508,10007541,Kyphoscoliotic heart disease,Cardiac disorders
10039163,10007541,Right ventricular failure,Cardiac disorders
10049633,10007541,Shoshin beriberi,Cardiac disorders
10063082,10007541,Acute right ventricular failure,Cardiac disorders
10063084,10007541,Chronic right ventricular failure,Cardiac disorders
10007636,10007541,Cardiomyopathy,Cardiac disorders
10007637,10007541,Cardiomyopathy alcoholic,Cardiac disorders
10012647,10007541,Diabetic cardiomyopathy,Cardiac disorders
10038748,10007541,Restrictive cardiomyopathy,Cardiac disorders
10048377,10007541,Cardiomyopathy acute,Cardiac disorders
10048858,10007541,Ischaemic cardiomyopathy,Cardiac disorders
10049813,10007541,Non-obstructive cardiomyopathy,Cardiac disorders
10050111,10007541,Cardiomyopathy neonatal,Cardiac disorders
10056419,10007541,Dilated cardiomyopathy,Cardiac disorders
10058222,10007541,Hypertensive cardiomyopathy,Cardiac disorders
10066286,10007541,Stress cardiomyopathy,Cardiac disorders
10070909,10007541,Metabolic cardiomyopathy,Cardiac disorders
10074269,10007541,Tachycardia induced cardiomyopathy,Cardiac disorders
10075043,10007541,Thyrotoxic cardiomyopathy,Cardiac disorders
10077905,10007541,Cardiac steatosis,Cardiac disorders
10080569,10007541,Cardiac iron overload,Cardiac disorders
10081007,10007541,Obesity cardiomyopathy,Cardiac disorders
10083657,10007541,Toxic cardiomyopathy,Cardiac disorders
10086997,10007541,Pacing induced cardiomyopathy,Cardiac disorders
10087409,10007541,Uraemic cardiomyopathy,Cardiac disorders
10000533,10007541,Acquired cardiac septal defect,Cardiac disorders
10003665,10007541,Atrial septal defect acquired,Cardiac disorders
10007509,10007541,Cardiac amyloidosis,Cardiac disorders
10007513,10007541,Cardiac aneurysm,Cardiac disorders
10007572,10007541,Cardiac hypertrophy,Cardiac disorders
10007604,10007541,Cardiac sarcoidosis,Cardiac disorders
10007632,10007541,Cardiomegaly,Cardiac disorders
10008745,10007541,Chordae tendinae rupture,Cardiac disorders
10013002,10007541,Dilatation atrial,Cardiac disorders
10013012,10007541,Dilatation ventricular,Cardiac disorders
10022626,10007541,Interventricular septum rupture,Cardiac disorders
10028594,10007541,Myocardial fibrosis,Cardiac disorders
10028602,10007541,Myocardial necrosis,Cardiac disorders
10028604,10007541,Myocardial rupture,Cardiac disorders
10033698,10007541,Papillary muscle rupture,Cardiac disorders
10047279,10007541,Ventricle rupture,Cardiac disorders
10047295,10007541,Ventricular hypertrophy,Cardiac disorders
10047299,10007541,Ventricular septal defect acquired,Cardiac disorders
10048623,10007541,Atrial hypertrophy,Cardiac disorders
10048761,10007541,Atrial rupture,Cardiac disorders
10048849,10007541,Myocardial haemorrhage,Cardiac disorders
10048974,10007541,Cardiac pseudoaneurysm,Cardiac disorders
10049694,10007541,Left ventricular dysfunction,Cardiac disorders
10049773,10007541,Left ventricular hypertrophy,Cardiac disorders
10050043,10007541,Left ventricular dilatation,Cardiac disorders
10050326,10007541,Right ventricular hypertrophy,Cardiac disorders
10050510,10007541,Ventricular hypokinesia,Cardiac disorders
10050581,10007541,Left ventricular enlargement,Cardiac disorders
10050582,10007541,Right ventricular enlargement,Cardiac disorders
10051860,10007541,Left atrial enlargement,Cardiac disorders
10052337,10007541,Diastolic dysfunction,Cardiac disorders
10054122,10007541,Myocardial calcification,Cardiac disorders
10056472,10007541,Ventricular hyperkinesia,Cardiac disorders
10057500,10007541,Left atrial hypertrophy,Cardiac disorders
10057501,10007541,Right atrial hypertrophy,Cardiac disorders
10057576,10007541,Cardiac septal hypertrophy,Cardiac disorders
10058227,10007541,Right atrial enlargement,Cardiac disorders
10058597,10007541,Right ventricular dysfunction,Cardiac disorders
10059056,10007541,Ventricular dysfunction,Cardiac disorders
10059162,10007541,Ventricular dyskinesia,Cardiac disorders
10059164,10007541,Papillary muscle haemorrhage,Cardiac disorders
10061330,10007541,Papillary muscle disorder,Cardiac disorders
10064966,10007541,Myocardial oedema,Cardiac disorders
10067282,10007541,Right atrial dilatation,Cardiac disorders
10067286,10007541,Left atrial dilatation,Cardiac disorders
10069140,10007541,Myocardial depression,Cardiac disorders
10071186,10007541,Ventricular dyssynchrony,Cardiac disorders
10071436,10007541,Systolic dysfunction,Cardiac disorders
10074222,10007541,Right ventricular dilatation,Cardiac disorders
10075291,10007541,Ventricular remodelling,Cardiac disorders
10076898,10007541,Cardiac ventricular scarring,Cardiac disorders
10078980,10007541,Myocardial hypoxia,Cardiac disorders
10079339,10007541,Ventricular enlargement,Cardiac disorders
10079340,10007541,Atrial enlargement,Cardiac disorders
10079613,10007541,Right ventricular diastolic collapse,Cardiac disorders
10080987,10007541,Left ventricular diastolic collapse,Cardiac disorders
10080992,10007541,Ventricular compliance decreased,Cardiac disorders
10082038,10007541,Sigmoid-shaped ventricular septum,Cardiac disorders
10085879,10007541,Myocardial injury,Cardiac disorders
10086706,10007541,Cardiac contractility decreased,Cardiac disorders
10014961,10007541,Eosinophilic myocarditis,Cardiac disorders
10028606,10007541,Myocarditis,Cardiac disorders
10028650,10007541,Myopericarditis,Cardiac disorders
10064539,10007541,Autoimmune myocarditis,Cardiac disorders
10064550,10007541,Myocarditis post infection,Cardiac disorders
10066391,10007541,Lupus myocarditis,Cardiac disorders
10081004,10007541,Hypersensitivity myocarditis,Cardiac disorders
10082606,10007541,Immune-mediated myocarditis,Cardiac disorders
10083635,10007541,Giant cell myocarditis,Cardiac disorders
10087106,10007541,Chronic myocarditis,Cardiac disorders
10007610,10007541,Cardiac tamponade,Cardiac disorders
10013637,10007541,Dressler's syndrome,Cardiac disorders
10034474,10007541,Pericardial effusion,Cardiac disorders
10034476,10007541,Pericardial haemorrhage,Cardiac disorders
10048724,10007541,Pericardial fibrosis,Cardiac disorders
10048731,10007541,Pneumopericardium,Cardiac disorders
10049759,10007541,Pericardial rub,Cardiac disorders
10057614,10007541,Pericardial calcification,Cardiac disorders
10061338,10007541,Pericardial disease,Cardiac disorders
10069550,10007541,Intrapericardial thrombosis,Cardiac disorders
10079578,10007541,Pericardial mass,Cardiac disorders
10034496,10007541,Pericarditis rheumatic,Cardiac disorders
10034484,10007541,Pericarditis,Cardiac disorders
10034486,10007541,Pericarditis adhesive,Cardiac disorders
10034487,10007541,Pericarditis constrictive,Cardiac disorders
10034491,10007541,Pericarditis malignant,Cardiac disorders
10034498,10007541,Pericarditis uraemic,Cardiac disorders
10058149,10007541,Pericarditis lupus,Cardiac disorders
10059361,10007541,Pleuropericarditis,Cardiac disorders
10079058,10007541,Autoimmune pericarditis,Cardiac disorders
10087567,10007541,Immune-mediated pericarditis,Cardiac disorders
10002912,10007541,Aortic valve disease mixed,Cardiac disorders
10002915,10007541,Aortic valve incompetence,Cardiac disorders
10002917,10007541,Aortic valve sclerosis,Cardiac disorders
10002918,10007541,Aortic valve stenosis,Cardiac disorders
10042431,10007541,Subvalvular aortic stenosis,Cardiac disorders
10042598,10007541,Supravalvular aortic stenosis,Cardiac disorders
10050559,10007541,Aortic valve calcification,Cardiac disorders
10057454,10007541,Aortic valve prolapse,Cardiac disorders
10061589,10007541,Aortic valve disease,Cardiac disorders
10075846,10007541,Degenerative aortic valve disease,Cardiac disorders
10075851,10007541,Aortic valve thickening,Cardiac disorders
10027724,10007541,Mitral valve disease mixed,Cardiac disorders
10027727,10007541,Mitral valve incompetence,Cardiac disorders
10027730,10007541,Mitral valve prolapse,Cardiac disorders
10027733,10007541,Mitral valve stenosis,Cardiac disorders
10050558,10007541,Mitral valve calcification,Cardiac disorders
10051538,10007541,Mitral valve sclerosis,Cardiac disorders
